file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\radix_sort.java,chapter_sorting.radix_sort,class,2,3,1,2,11,1,0,5,6,0.0,0.0,0.0,4,4,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,36,1,6,0,0,1,1,22,18,6,13,2,0,0,0,18,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.HashMapChaining,class,2,4,2,2,21,1,0,10,0,0.525,0.78571427,1.0,8,0,1,0,0,7,8,0,0,0,5,0,0,0,0,5,0,0,0,83,5,9,3,0,0,1,8,20,4,16,2,0,0,0,27,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\deque.java,chapter_stack_and_queue.deque,class,0,0,0,0,1,1,0,9,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,11,5,7,9,7,0,0,0,0,10,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\preorder_traversal_ii_compact.java,chapter_backtracking.preorder_traversal_ii_compact,class,3,4,1,3,6,1,0,11,0,0.0,1.0,1.0,2,2,1,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,6,32,1,2,2,0,0,2,9,4,1,4,2,0,0,0,16,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\hash_map.java,chapter_hashing.hash_map,class,1,1,0,1,4,1,0,11,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,29,0,3,0,0,0,12,7,2,2,2,1,0,0,0,9,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_tree\binary_tree_dfs.java,chapter_tree.binary_tree_dfs,class,3,4,1,3,7,1,0,9,0,0.0,1.0,1.0,4,4,1,0,0,3,4,0,0,0,1,1,0,0,0,1,0,0,12,35,3,0,3,0,0,4,7,2,3,2,1,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_deque.java,chapter_stack_and_queue.ListNode,class,1,5,4,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\bucket_sort.java,chapter_sorting.bucket_sort,class,2,3,1,2,7,1,0,7,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,27,0,5,0,0,1,1,13,7,3,6,2,0,0,0,10,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\stack.java,chapter_stack_and_queue.stack,class,0,0,0,0,1,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,6,5,5,5,5,0,0,0,0,8,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\utils\ListNode.java,utils.ListNode,class,2,9,7,2,3,1,0,0,0,0.25,1.0,1.0,2,1,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,16,1,1,0,0,0,0,1,5,0,4,1,0,0,0,10,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_tree\avl_tree.java,chapter_tree.avl_tree,class,4,5,1,4,3,1,0,7,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,6,15,2,3,2,0,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.array_queue,class,1,1,0,1,2,1,0,8,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,25,0,1,0,0,0,8,8,7,6,7,1,0,0,0,13,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\array_hash_map.java,chapter_hashing.ArrayHashMap,class,2,4,2,2,18,1,0,8,0,0.22222222,0.75,0.75,9,0,8,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,54,6,5,4,0,0,1,3,11,2,11,2,0,0,0,20,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_searching\binary_search_edge.java,chapter_searching.binary_search_edge,class,3,4,1,3,8,1,0,5,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,27,4,1,4,0,0,5,17,6,5,5,1,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_divide_and_conquer\hanota.java,chapter_divide_and_conquer.hanota,class,1,2,1,1,5,1,0,8,6,0.0,0.0,0.0,4,4,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,33,1,0,1,0,0,8,9,5,9,5,1,0,0,0,15,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\array_stack.java,chapter_stack_and_queue.ArrayStack,class,1,3,2,1,10,1,0,7,0,0.14285715,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,26,5,0,1,0,0,0,3,1,2,1,1,0,0,0,16,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_graph\graph_adjacency_list.java,chapter_graph.graph_adjacency_list,class,3,3,0,3,1,1,0,7,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,5,23,4,0,4,0,0,0,0,12,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_deque.java,chapter_stack_and_queue.linkedlist_deque,class,1,1,0,1,1,1,0,11,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,11,5,7,9,7,0,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\subset_sum_ii.java,chapter_backtracking.subset_sum_ii,class,2,3,1,2,8,1,0,9,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,34,2,1,2,0,0,4,10,7,7,7,2,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\hash_map_open_addressing.java,chapter_hashing.HashMapOpenAddressing,class,2,4,2,2,28,1,0,6,0,0.5370371,1.0,1.0,9,0,5,4,0,0,5,0,0,0,6,0,0,6,0,0,3,0,0,87,8,3,16,0,1,4,12,22,6,12,3,0,0,0,36,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\selection_sort.java,chapter_sorting.selection_sort,class,2,3,1,2,5,1,0,3,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,19,0,2,0,0,0,1,9,9,3,6,3,0,0,0,11,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_compact.java,chapter_backtracking.preorder_traversal_iii_compact,class,3,4,1,3,7,1,0,11,0,0.0,1.0,1.0,2,2,1,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,6,32,1,2,3,0,0,2,10,4,1,4,2,0,0,0,16,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\quick_sort.java,chapter_sorting.quick_sort,class,4,4,0,4,1,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,3,24,3,6,3,0,0,0,0,7,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\array_queue.java,chapter_stack_and_queue.ArrayQueue,class,2,4,2,2,12,1,0,4,0,0.33333334,0.6785714,0.75,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,44,7,1,2,0,2,1,4,11,5,8,1,0,0,0,24,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_deque.java,chapter_stack_and_queue.LinkedListDeque,class,3,5,2,3,22,1,0,4,36,0.6666667,0.022222223,0.022222223,12,0,10,2,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,81,8,1,3,0,0,0,3,27,0,10,2,0,0,0,36,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_dynamic_programming\coin_change_ii.java,chapter_dynamic_programming.coin_change_ii,class,2,3,1,2,10,1,0,3,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,44,2,5,0,0,0,2,22,19,15,12,3,0,0,0,17,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\preorder_traversal_i_compact.java,chapter_backtracking.preorder_traversal_i_compact,class,3,4,1,3,5,1,0,8,0,0.0,1.0,1.0,2,2,1,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,6,26,1,1,2,0,0,2,8,3,0,3,1,0,0,0,15,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\hash_map_chaining.java,chapter_hashing.hash_map_chaining,class,1,1,0,1,1,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,7,2,1,2,0,0,0,0,9,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\permutations_ii.java,chapter_backtracking.permutations_ii,class,3,4,1,3,7,1,0,10,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,31,2,1,1,0,0,2,5,8,3,6,2,0,0,0,14,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_graph\graph_dfs.java,chapter_graph.graph_dfs,class,4,5,1,4,5,1,0,11,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,26,1,1,0,0,0,2,20,6,0,6,2,0,0,0,19,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_tree\array_binary_tree.java,chapter_tree.array_binary_tree,class,3,3,0,3,4,1,0,13,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,3,0,3,18,11,11,8,8,0,0,0,0,19,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_computational_complexity\space_complexity.java,chapter_computational_complexity.space_complexity,class,5,6,1,5,17,1,0,14,28,0.0,0.0,0.0,8,8,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,13,67,6,6,2,0,0,3,23,23,6,21,2,0,0,0,28,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_heap\heap.java,chapter_heap.heap,class,2,3,1,2,3,1,0,11,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,7,10,7,1,8,0,0,0,1,16,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\quick_sort.java,chapter_sorting.QuickSort,class,2,4,2,2,9,1,0,3,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,23,2,3,0,0,0,0,2,6,2,4,2,0,0,0,11,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_backtracking\subset_sum_i.java,chapter_backtracking.subset_sum_i,class,2,3,1,2,6,1,0,9,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,31,2,1,1,0,0,4,8,7,5,7,2,0,0,0,13,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_dynamic_programming\climbing_stairs_dp.java,chapter_dynamic_programming.climbing_stairs_dp,class,2,3,1,2,9,1,0,4,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,29,4,2,4,0,0,2,16,14,5,8,1,0,0,0,15,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_heap\top_k.java,chapter_heap.top_k,class,3,4,1,3,5,1,0,6,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,22,1,2,0,0,0,2,7,6,1,6,2,0,0,0,10,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_dynamic_programming\edit_distance.java,chapter_dynamic_programming.edit_distance,class,2,3,1,2,26,1,0,9,10,0.0,0.0,0.0,5,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,21,82,13,8,13,0,0,18,59,40,40,27,3,0,0,0,26,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_dynamic_programming\climbing_stairs_backtrack.java,chapter_dynamic_programming.climbing_stairs_backtrack,class,1,2,1,1,6,1,0,8,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,22,1,1,1,0,0,1,9,5,3,5,2,0,0,0,13,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\array_deque.java,chapter_stack_and_queue.ArrayDeque,class,2,4,2,2,18,1,0,6,0,0.36111107,0.76363635,0.8181818,12,0,11,1,0,0,11,0,0,0,3,0,0,3,0,0,0,0,0,66,11,1,3,0,1,2,6,15,7,10,1,0,0,0,28,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_array_and_linkedlist\list.java,chapter_array_and_linkedlist.list,class,0,0,0,0,3,1,0,11,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,35,0,2,0,0,0,9,23,8,9,6,1,0,0,0,10,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_greedy\coin_change_greedy.java,chapter_greedy.coin_change_greedy,class,2,3,1,2,6,1,0,3,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,33,1,2,1,0,0,14,21,12,7,5,2,0,0,0,12,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_stack.java,chapter_stack_and_queue.LinkedListStack,class,3,5,2,3,10,1,0,3,0,0.42857146,0.3809524,0.47619048,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,38,5,1,1,0,0,0,4,12,1,7,1,0,0,0,26,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_sorting\insertion_sort.java,chapter_sorting.insertion_sort,class,2,3,1,2,5,1,0,3,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,17,0,2,0,0,0,1,11,6,4,4,2,0,0,0,9,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_searching\linear_search.java,chapter_searching.linear_search,class,3,4,1,3,7,1,0,4,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,24,4,2,3,0,0,2,13,7,2,6,2,0,0,0,16,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_graph\graph_adjacency_list.java,chapter_graph.GraphAdjList,class,2,6,4,2,19,1,0,15,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,43,2,4,2,0,0,3,4,2,1,2,2,0,0,0,22,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_searching\binary_search_insertion.java,chapter_searching.binary_search_insertion,class,2,4,2,2,11,1,0,4,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,48,3,4,0,0,2,6,36,15,17,9,2,0,0,0,14,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\utils\Vertex.java,utils.Vertex,class,2,7,5,2,5,1,0,1,1,0.33333334,0.0,0.0,3,2,3,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,20,2,2,0,0,0,0,1,5,0,4,1,0,0,0,9,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_dynamic_programming\unbounded_knapsack.java,chapter_dynamic_programming.unbounded_knapsack,class,2,3,1,2,9,1,0,4,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,41,2,4,0,0,0,2,22,17,17,12,3,0,0,0,16,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_stack_and_queue\array_stack.java,chapter_stack_and_queue.array_stack,class,1,1,0,1,1,1,0,8,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,6,5,5,5,5,0,0,0,0,11,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\utils\PrintUtil.java,utils.Trunk,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\utils\PrintUtil.java,utils.PrintUtil,class,7,26,19,7,17,1,0,13,28,0.0,0.0,0.0,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,73,2,4,5,0,0,19,0,13,4,5,1,0,0,0,45,1,0
C:\Users\Lucas\Desktop\lab-experimentacao-02\repositories\hello-algo\codes\java\chapter_hashing\array_hash_map.java,chapter_hashing.Pair,class,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0
